preferred_category,preferred_type,preferred_genre,content_category,content_type,primary_genre,category_match,type_match,genre_overlap_count,genre_overlap_ratio,view_count,log_views,days_since_publish,freshness_score,label
DOCUMENTARY,DOCUMENTARY,History,MOVIE,FILM,Drama,0.0,0.0,0,0.0,,7.587310506022615,499,0.4455555555555556,0.10740712566109838
MOVIE,FILM,Comedy,MOVIE,FILM,Sci-Fi,1.0,1.0,0,0.0,4973.0,8.51197962436335,724,0.1955555555555556,0.6299763965729156
MOVIE,FILM,Sci-Fi,SERIES,SERIES,Drama,0.0,0.0,0,0.0,724.0,6.586171654854675,575,0.36111111111111116,0.07878283059105455
SERIES,SERIES,Drama,SERIES,SERIES,Comedy,1.0,1.0,0,0.0,,,189,0.79,
MOVIE,FILM,Action,SERIES,SERIES,Action,0.0,0.0,2,1.0,2032.0,7.617267813628347,449,0.5011111111111111,0.3600466589233215
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,History,0.0,0.0,0,0.0,4127.0,8.325548307161398,234,0.74,0.09820428742894433
DOCUMENTARY,DOCUMENTARY,History,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,2957.0,7.992268643270745,24,0.9733333333333334,0.7878028606590696
MOVIE,FILM,Comedy,,FILM,Action,0.0,1.0,0,0.0,1163.0,7.059617628291383,443,0.5077777777777778,0.3899861281122757
MOVIE,FILM,Sci-Fi,MOVIE,FILM,Comedy,1.0,1.0,0,0.0,,8.442900586834382,611,0.3211111111111111,0.7668106368283559
SERIES,SERIES,Drama,MOVIE,FILM,Drama,0.0,0.0,1,0.5,3256.0,8.088561805276234,878,0.02444444444444449,0.1358935559359946
,FILM,Action,MOVIE,FILM,Sci-Fi,1.0,1.0,1,0.5,1395.0,7.241366283322318,221,0.7544444444444445,0.832406277300531
SERIES,SERIES,Drama,SERIES,SERIES,Drama,1.0,1.0,2,1.0,2984.0,8.001355025826703,816,0.09333333333333338,0.8957113397720978
DOCUMENTARY,DOCUMENTARY,,SERIES,SERIES,Comedy,0.0,0.0,0,0.0,4947.0,8.506738733512378,75,0.9166666666666666,0.11476772987000289
MOVIE,FILM,Comedy,SERIES,SERIES,Action,1.0,1.0,0,0.0,1730.0,7.456454555176209,520,0.4222222222222223,0.6686613977523197
MOVIE,FILM,Sci-Fi,DOCUMENTARY,DOCUMENTARY,History,1.0,1.0,1,0.5,3010.0,8.010027528481734,478,0.4688888888888889,0.7396087460674844
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,907.0,6.811244378601294,491,0.45444444444444443,0.6826756574709785
MOVIE,FILM,Action,MOVIE,FILM,Action,1.0,1.0,2,1.0,1612.0,7.385851078125209,339,0.6233333333333333,0.9662400799159983
SERIES,SERIES,Drama,MOVIE,FILM,Comedy,0.0,0.0,0,0.0,4301.0,8.366835309827675,549,0.39,0.061389279345167906
DOCUMENTARY,DOCUMENTARY,History,MOVIE,FILM,Drama,0.0,0.0,0,0.0,273.0,5.6131281063880705,214,0.7622222222222222,0.15923089375648694
MOVIE,FILM,Comedy,MOVIE,FILM,Sci-Fi,1.0,1.0,0,0.0,2812.0,7.9420068084898565,800,0.11111111111111116,0.6668101935303197
MOVIE,FILM,Sci-Fi,SERIES,SERIES,Drama,0.0,0.0,0,0.0,1170.0,7.065613363597717,310,0.6555555555555556,0.13568915327151393
SERIES,SERIES,Drama,SERIES,SERIES,Comedy,1.0,1.0,0,0.0,1629.0,7.396335293800808,125,0.8611111111111112,0.7468263247987917
MOVIE,FILM,Action,SERIES,SERIES,Action,0.0,0.0,2,1.0,30.0,3.4339872044851463,620,0.3111111111111111,0.31116549576117614
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,History,0.0,0.0,0,0.0,3675.0,8.209580483475577,426,0.5266666666666666,0.09753093765567611
DOCUMENTARY,DOCUMENTARY,History,,DOCUMENTARY,Science,0.0,1.0,0,0.0,501.0,6.218600119691729,237,0.7366666666666667,0.42236842837795907
MOVIE,FILM,Comedy,MOVIE,FILM,Action,1.0,1.0,0,0.0,1213.0,7.101675971619444,767,0.14777777777777779,0.6680189626000586
MOVIE,FILM,Sci-Fi,MOVIE,FILM,Comedy,1.0,1.0,0,0.0,1270.0,7.147559271189454,14,0.9844444444444445,0.7650949957812835
SERIES,SERIES,Drama,MOVIE,FILM,Drama,0.0,0.0,1,0.5,256.0,5.54907608489522,385,0.5722222222222222,0.21287477060903565
MOVIE,FILM,Action,MOVIE,FILM,Sci-Fi,1.0,1.0,1,0.5,2832.0,7.949091499830517,751,0.16555555555555557,0.7832362873665384
SERIES,SERIES,Drama,SERIES,SERIES,Drama,1.0,1.0,2,1.0,135.0,4.912654885736052,142,0.8422222222222222,0.978205713504345
DOCUMENTARY,DOCUMENTARY,History,SERIES,SERIES,Comedy,0.0,0.0,0,0.0,2384.0,7.776954403322442,138,0.8466666666666667,0.18626249584514132
MOVIE,FILM,Comedy,SERIES,SERIES,Action,1.0,1.0,0,0.0,466.0,6.1463292576688975,12,0.9866666666666667,0.7378717773267764
MOVIE,FILM,Sci-Fi,DOCUMENTARY,DOCUMENTARY,History,1.0,1.0,1,0.5,,,158,0.8244444444444444,
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,413.0,6.025865973825314,601,0.3322222222222222,0.7177372172986405
MOVIE,FILM,Action,MOVIE,FILM,Action,1.0,1.0,2,1.0,591.0,6.3835066348840055,643,0.28555555555555556,0.9511342945833685
SERIES,SERIES,,MOVIE,FILM,Comedy,0.0,0.0,0,0.0,4679.0,8.451053388911692,420,0.5333333333333333,0.09124506314896626
DOCUMENTARY,DOCUMENTARY,History,MOVIE,FILM,Drama,0.0,0.0,0,0.0,1151.0,7.049254841255837,379,0.5788888888888889,0.017717249316860653
MOVIE,FILM,Comedy,MOVIE,FILM,Sci-Fi,1.0,1.0,0,0.0,3201.0,8.07153089355666,137,0.8477777777777777,0.7561523329752615
MOVIE,FILM,Sci-Fi,SERIES,SERIES,Drama,0.0,0.0,0,0.0,1355.0,7.212294468500341,431,0.5211111111111111,0.017581525434643266
,SERIES,Drama,SERIES,SERIES,Comedy,1.0,1.0,0,0.0,3522.0,8.167068178341237,362,0.5977777777777777,0.7601739754986426
MOVIE,FILM,Action,SERIES,SERIES,Action,0.0,0.0,2,1.0,2095.0,7.647786045440933,73,0.9188888888888889,0.3709632652266464
SERIES,SERIES,Drama,,DOCUMENTARY,History,0.0,0.0,0,0.0,390.0,5.968707559985366,498,0.44666666666666666,0.10118447641831685
DOCUMENTARY,DOCUMENTARY,History,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,4965.0,8.510369966068112,462,0.4866666666666667,0.6794271990370935
MOVIE,FILM,,MOVIE,FILM,Action,1.0,1.0,0,0.0,3746.0,8.228710798793687,755,0.1611111111111111,0.6261079349067482
MOVIE,FILM,Sci-Fi,MOVIE,FILM,Comedy,1.0,1.0,0,0.0,4563.0,8.425954710981966,594,0.33999999999999997,0.6992713191285994
SERIES,SERIES,Drama,MOVIE,FILM,Drama,0.0,0.0,1,0.5,1242.0,7.1252830915107115,240,0.7333333333333334,0.22399315498580782
MOVIE,FILM,Action,MOVIE,FILM,Sci-Fi,1.0,1.0,1,0.5,1924.0,7.562681246721884,173,0.8077777777777778,0.8396434696451601
,SERIES,Drama,SERIES,SERIES,Drama,1.0,1.0,2,1.0,1100.0,7.00397413672268,12,0.9866666666666667,0.9923352790296394
DOCUMENTARY,DOCUMENTARY,,SERIES,SERIES,Comedy,0.0,0.0,0,0.0,4131.0,8.326516830239528,559,0.37888888888888894,0.15791870711758793
MOVIE,FILM,,SERIES,SERIES,Action,1.0,1.0,0,0.0,1345.0,7.204892510204673,268,0.7022222222222223,0.7472797331330926
MOVIE,FILM,Sci-Fi,DOCUMENTARY,DOCUMENTARY,History,1.0,1.0,1,0.5,,8.244596756382498,684,0.24,0.8321276104264885
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,4516.0,8.415603335654604,811,0.09888888888888892,0.6926096771272878
MOVIE,FILM,Action,MOVIE,FILM,Action,1.0,1.0,2,1.0,,8.243282523048375,748,0.16888888888888887,0.957909564418003
SERIES,SERIES,Drama,MOVIE,FILM,Comedy,0.0,0.0,0,0.0,215.0,5.375278407684165,702,0.21999999999999997,0.04018797606935172
DOCUMENTARY,DOCUMENTARY,History,MOVIE,FILM,Drama,0.0,0.0,0,0.0,2684.0,7.895436006942965,689,0.23444444444444446,0.0
MOVIE,FILM,Comedy,MOVIE,FILM,Sci-Fi,1.0,1.0,0,0.0,380.0,5.942799375126701,888,0.013333333333333308,0.6420881910103828
MOVIE,FILM,Sci-Fi,SERIES,SERIES,Drama,0.0,0.0,0,0.0,4137.0,8.327967858305488,681,0.2433333333333333,0.0856985951145861
SERIES,SERIES,,SERIES,SERIES,Comedy,1.0,1.0,0,0.0,743.0,6.612041034833092,870,0.033333333333333326,0.6236261705235838
MOVIE,FILM,,,SERIES,Action,0.0,0.0,0,0.0,2251.0,7.719573989259581,225,0.75,0.10401823921536268
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,History,0.0,0.0,0,0.0,4152.0,8.331586243630754,237,0.7366666666666667,0.08994284657051174
DOCUMENTARY,DOCUMENTARY,History,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,203.0,5.318119993844216,541,0.39888888888888885,0.7285858553057127
MOVIE,FILM,,MOVIE,FILM,Action,1.0,1.0,0,0.0,,,180,0.8,
MOVIE,FILM,Sci-Fi,MOVIE,FILM,Comedy,1.0,1.0,0,0.0,3858.0,8.258163361537619,793,0.11888888888888893,0.6881380557817083
SERIES,SERIES,Drama,MOVIE,FILM,Drama,0.0,0.0,1,0.5,1009.0,6.917705609835305,143,0.8411111111111111,0.253504508770675
MOVIE,FILM,Action,,FILM,Sci-Fi,1.0,1.0,1,0.5,696.0,6.546785410760524,268,0.7022222222222223,0.8382015686934831
SERIES,SERIES,Drama,SERIES,SERIES,Drama,1.0,1.0,2,1.0,4080.0,8.314097335405807,95,0.8944444444444445,0.9923226766331843
DOCUMENTARY,DOCUMENTARY,History,SERIES,SERIES,Comedy,0.0,0.0,0,0.0,,7.978996370854115,687,0.2366666666666667,0.0235733353433821
MOVIE,FILM,Comedy,,SERIES,Action,1.0,1.0,0,0.0,4094.0,8.31752199628717,329,0.6344444444444444,0.6548179495098705
MOVIE,FILM,Sci-Fi,DOCUMENTARY,DOCUMENTARY,History,1.0,1.0,1,0.5,2428.0,7.795234929002173,537,0.4033333333333333,0.8194812558170272
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,525.0,6.26530121273771,748,0.16888888888888887,0.6744543797447764
MOVIE,FILM,Action,MOVIE,FILM,Action,1.0,1.0,2,1.0,1110.0,7.01301578963963,683,0.24111111111111116,0.9515580072289375
SERIES,SERIES,Drama,MOVIE,FILM,Comedy,0.0,0.0,0,0.0,2060.0,7.630946580890459,535,0.40555555555555556,0.12161094817531752
DOCUMENTARY,DOCUMENTARY,History,MOVIE,FILM,Drama,0.0,0.0,0,0.0,4443.0,8.39931015075952,713,0.20777777777777773,0.10520799966445515
MOVIE,FILM,Comedy,,FILM,Sci-Fi,1.0,1.0,0,0.0,1437.0,7.271008538280992,289,0.6788888888888889,0.6902637745935438
MOVIE,FILM,Sci-Fi,SERIES,SERIES,Drama,0.0,0.0,0,0.0,1752.0,7.469083884921234,852,0.053333333333333344,0.027961310662267966
SERIES,SERIES,Drama,,SERIES,Comedy,0.0,1.0,0,0.0,3466.0,8.151044945685024,103,0.8855555555555555,0.41919245085726375
MOVIE,FILM,Action,SERIES,SERIES,Action,0.0,0.0,2,1.0,4388.0,8.386856689688234,452,0.49777777777777776,0.4030098367308797
,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,History,0.0,0.0,0,0.0,4111.0,8.321664807135,779,0.13444444444444448,0.09483259747646192
,DOCUMENTARY,History,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,2974.0,7.99799931797973,653,0.2744444444444445,0.7165730229398615
MOVIE,FILM,Comedy,MOVIE,FILM,Action,1.0,1.0,0,0.0,796.0,6.680854678790215,670,0.25555555555555554,0.6636146043503668
MOVIE,FILM,Sci-Fi,MOVIE,FILM,Comedy,1.0,1.0,0,0.0,3489.0,8.157657015196472,627,0.30333333333333334,0.6600935977995529
SERIES,SERIES,,MOVIE,FILM,Drama,0.0,0.0,0,0.0,3048.0,8.022568946988255,169,0.8122222222222222,0.14054532071033388
MOVIE,FILM,Action,MOVIE,FILM,Sci-Fi,1.0,1.0,1,0.5,4318.0,8.3707791729607,588,0.3466666666666667,0.7788502917305724
SERIES,SERIES,Drama,SERIES,SERIES,Drama,1.0,1.0,2,1.0,1373.0,7.2254814727822945,347,0.6144444444444445,0.946404604905179
DOCUMENTARY,DOCUMENTARY,History,SERIES,SERIES,Comedy,0.0,0.0,0,0.0,757.0,6.630683385642372,279,0.69,0.09502636546613064
MOVIE,FILM,Comedy,SERIES,SERIES,Action,1.0,1.0,0,0.0,119.0,4.787491742782046,834,0.07333333333333336,0.696398437086049
MOVIE,FILM,Sci-Fi,DOCUMENTARY,DOCUMENTARY,History,1.0,1.0,1,0.5,640.0,6.46302945692067,264,0.7066666666666667,0.8287503229419684
,SERIES,,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,1775.0,7.4821189235521155,437,0.5144444444444445,0.6315208171697199
MOVIE,FILM,Action,MOVIE,FILM,Action,1.0,1.0,2,1.0,3697.0,8.21554741194707,49,0.9455555555555556,1.0
SERIES,SERIES,Drama,MOVIE,FILM,Comedy,0.0,0.0,0,0.0,3508.0,8.163086375583216,343,0.6188888888888888,0.07719861718725206
DOCUMENTARY,DOCUMENTARY,History,MOVIE,FILM,Drama,0.0,0.0,0,0.0,,,242,0.731111111111111,
MOVIE,FILM,Comedy,MOVIE,FILM,Sci-Fi,1.0,1.0,0,0.0,2449.0,7.803843303538772,315,0.65,0.7170826069904641
MOVIE,FILM,Sci-Fi,,SERIES,Drama,0.0,0.0,0,0.0,4628.0,8.44009614103127,568,0.36888888888888893,0.06618930741893927
SERIES,SERIES,Drama,SERIES,SERIES,Comedy,1.0,1.0,0,0.0,4104.0,8.31996102188653,152,0.8311111111111111,0.7637989331063703
MOVIE,FILM,Action,SERIES,SERIES,Action,0.0,0.0,2,1.0,1542.0,7.341483852363161,103,0.8855555555555555,0.31519842632658834
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,History,0.0,0.0,0,0.0,2697.0,7.900266036767701,717,0.20333333333333337,0.03993520008144788
DOCUMENTARY,DOCUMENTARY,History,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,1556.0,7.350516171833998,268,0.7022222222222223,0.7434123203794504
MOVIE,FILM,Comedy,MOVIE,FILM,Action,1.0,1.0,0,0.0,2739.0,7.9157131993821155,676,0.24888888888888894,0.6616472931813674
MOVIE,FILM,Sci-Fi,MOVIE,FILM,Comedy,1.0,1.0,0,0.0,3148.0,8.054840221101024,861,0.043333333333333335,0.6118684219267944
SERIES,SERIES,Drama,MOVIE,FILM,Drama,0.0,0.0,1,0.5,1137.0,7.037027614686276,29,0.9677777777777777,0.26811011636297444
MOVIE,FILM,Action,MOVIE,FILM,Sci-Fi,1.0,1.0,1,0.5,1095.0,6.999422467507961,393,0.5633333333333334,0.861134716546615
SERIES,SERIES,Drama,SERIES,SERIES,Drama,1.0,1.0,2,1.0,1304.0,7.173958319756794,512,0.4311111111111111,0.9336455140807401
DOCUMENTARY,DOCUMENTARY,History,SERIES,SERIES,Comedy,0.0,0.0,0,0.0,1027.0,6.93537044601511,674,0.25111111111111106,0.0
MOVIE,FILM,Comedy,SERIES,SERIES,Action,1.0,1.0,0,0.0,,7.806289289267033,382,0.5755555555555556,0.7334292670199292
MOVIE,FILM,,DOCUMENTARY,DOCUMENTARY,History,1.0,1.0,0,0.0,4544.0,8.421783006611578,288,0.6799999999999999,0.675633510253461
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,3989.0,8.29154650988391,569,0.36777777777777776,0.7028930739049292
MOVIE,FILM,Action,,FILM,Action,1.0,1.0,2,1.0,3841.0,8.253748343328501,136,0.8488888888888889,0.9549483001169731
SERIES,SERIES,Drama,MOVIE,FILM,Comedy,0.0,0.0,0,0.0,2299.0,7.7406644019172415,436,0.5155555555555555,0.05116332987995656
DOCUMENTARY,DOCUMENTARY,History,MOVIE,FILM,Drama,0.0,0.0,0,0.0,2647.0,7.881559917056899,235,0.7388888888888889,0.09566074356341772
MOVIE,FILM,Comedy,,FILM,Sci-Fi,0.0,1.0,0,0.0,911.0,6.815639990074331,816,0.09333333333333338,0.3141261399297348
MOVIE,FILM,Sci-Fi,SERIES,SERIES,Drama,0.0,0.0,0,0.0,714.0,6.5722825426940075,33,0.9633333333333334,0.10621723045593548
SERIES,SERIES,Drama,SERIES,SERIES,Comedy,1.0,1.0,0,0.0,3778.0,8.237214703349489,536,0.4044444444444445,0.7147153859168969
MOVIE,FILM,Action,SERIES,SERIES,Action,0.0,0.0,2,1.0,915.0,6.82001636467413,237,0.7366666666666667,0.3305957691558978
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,History,0.0,0.0,0,0.0,3407.0,8.133880887949207,416,0.5377777777777778,0.11933408565215115
DOCUMENTARY,DOCUMENTARY,,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,4224.0,8.348774539791274,278,0.6911111111111111,0.7346519707017101
,FILM,Comedy,MOVIE,FILM,Action,1.0,1.0,0,0.0,3135.0,8.0507033814703,229,0.7455555555555555,0.7094097432753123
MOVIE,FILM,,MOVIE,FILM,Comedy,1.0,1.0,0,0.0,,5.170483995038151,478,0.4688888888888889,0.6638906212407566
SERIES,SERIES,Drama,MOVIE,FILM,Drama,0.0,0.0,1,0.5,4777.0,8.471777327885755,560,0.37777777777777777,0.14600523248584685
MOVIE,FILM,Action,MOVIE,FILM,Sci-Fi,1.0,1.0,1,0.5,3074.0,8.031060180240619,722,0.19777777777777783,0.804193373914852
SERIES,SERIES,Drama,SERIES,SERIES,Drama,1.0,1.0,2,1.0,,,766,0.14888888888888885,
DOCUMENTARY,DOCUMENTARY,History,,SERIES,Comedy,0.0,0.0,0,0.0,1628.0,7.395721608602045,351,0.61,0.022704007974103657
MOVIE,FILM,Comedy,SERIES,SERIES,Action,1.0,1.0,0,0.0,3015.0,8.011686729127847,711,0.20999999999999996,0.6605360503908196
,FILM,Sci-Fi,DOCUMENTARY,DOCUMENTARY,History,1.0,1.0,1,0.5,2906.0,7.9748769005588755,209,0.7677777777777778,0.8251906542359465
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,259.0,5.560681631015528,738,0.18000000000000005,0.7099844683474112
MOVIE,FILM,Action,MOVIE,FILM,Action,1.0,1.0,2,1.0,1543.0,7.342131730584722,602,0.33111111111111113,0.8746594493346884
SERIES,SERIES,Drama,,FILM,Comedy,0.0,0.0,0,0.0,251.0,5.529429087511423,524,0.4177777777777778,0.02311249417469583
DOCUMENTARY,DOCUMENTARY,History,,FILM,Drama,0.0,0.0,0,0.0,259.0,5.560681631015528,171,0.81,0.13901322987546225
MOVIE,FILM,,MOVIE,FILM,Sci-Fi,1.0,1.0,0,0.0,4956.0,8.508555998020574,771,0.1433333333333333,0.7128520324928993
MOVIE,FILM,Sci-Fi,SERIES,SERIES,Drama,0.0,0.0,0,0.0,1349.0,7.2078598714324755,414,0.54,0.06368544460015288
,SERIES,Drama,SERIES,SERIES,Comedy,1.0,1.0,0,0.0,3277.0,8.094988759303774,451,0.49888888888888894,0.6869040420237496
MOVIE,FILM,Action,SERIES,SERIES,Action,0.0,0.0,2,1.0,2056.0,7.6290038896529575,781,0.13222222222222224,0.30561596807283475
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,History,0.0,0.0,0,0.0,3840.0,8.253488028345904,818,0.09111111111111114,0.0
DOCUMENTARY,DOCUMENTARY,History,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,3851.0,8.256347772918016,67,0.9255555555555556,0.6934146240111356
MOVIE,FILM,Comedy,MOVIE,FILM,Action,1.0,1.0,0,0.0,416.0,6.0330862217988015,199,0.7788888888888889,0.7162806034046957
MOVIE,FILM,Sci-Fi,MOVIE,FILM,Comedy,1.0,1.0,0,0.0,335.0,5.817111159963204,57,0.9366666666666666,0.7860172110281548
SERIES,SERIES,Drama,MOVIE,FILM,Drama,0.0,0.0,1,0.5,1743.0,7.463936604468925,466,0.4822222222222222,0.18832337115263748
MOVIE,FILM,Action,MOVIE,FILM,Sci-Fi,1.0,1.0,1,0.5,3208.0,8.073714641109857,647,0.2811111111111111,0.8070223910458764
SERIES,SERIES,Drama,,SERIES,Drama,1.0,1.0,2,1.0,1301.0,7.171656822768514,550,0.38888888888888884,0.9647765973892249
DOCUMENTARY,DOCUMENTARY,History,SERIES,SERIES,Comedy,0.0,0.0,0,0.0,4928.0,8.502891406705377,588,0.3466666666666667,0.13566383713925717
MOVIE,FILM,Comedy,SERIES,SERIES,Action,1.0,1.0,0,0.0,2300.0,7.741099090035366,691,0.23222222222222222,0.6603216528723745
MOVIE,FILM,Sci-Fi,DOCUMENTARY,DOCUMENTARY,History,1.0,1.0,1,0.5,2370.0,7.771067086065406,429,0.5233333333333333,0.8263663075593991
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,949.0,6.856461984594587,742,0.17555555555555558,0.7226903765718169
MOVIE,FILM,Action,MOVIE,FILM,Action,1.0,1.0,2,1.0,3018.0,8.012680929706839,590,0.34444444444444444,0.8843903814318433
SERIES,SERIES,Drama,,FILM,Comedy,0.0,0.0,0,0.0,3293.0,8.099857910737585,627,0.30333333333333334,0.09716013394211503
DOCUMENTARY,DOCUMENTARY,History,MOVIE,FILM,Drama,0.0,0.0,0,0.0,533.0,6.280395838960195,740,0.1777777777777778,0.015141182202318679
MOVIE,FILM,Comedy,MOVIE,FILM,Sci-Fi,1.0,1.0,0,0.0,2492.0,7.821242083523558,31,0.9655555555555555,0.7543908024954217
MOVIE,FILM,Sci-Fi,SERIES,SERIES,Drama,0.0,0.0,0,0.0,2639.0,7.878534196140362,805,0.10555555555555551,0.03829269167194893
SERIES,SERIES,Drama,SERIES,SERIES,Comedy,1.0,1.0,0,0.0,1393.0,7.2399325913204695,842,0.06444444444444442,0.6298815746070543
MOVIE,FILM,Action,SERIES,SERIES,Action,0.0,0.0,2,1.0,,,306,0.6599999999999999,
,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,History,0.0,0.0,0,0.0,3615.0,8.193123721512068,465,0.4833333333333333,0.09303964746766626
DOCUMENTARY,DOCUMENTARY,,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,4557.0,8.42463920980563,202,0.7755555555555556,0.7648645763329056
MOVIE,FILM,Comedy,MOVIE,FILM,Action,1.0,1.0,0,0.0,,8.038512020976814,573,0.3633333333333333,0.6881679673309087
MOVIE,FILM,Sci-Fi,,FILM,Comedy,1.0,1.0,0,0.0,2451.0,7.804659297056102,765,0.15000000000000002,0.6717907694155792
SERIES,SERIES,Drama,MOVIE,FILM,Drama,0.0,0.0,1,0.5,2751.0,7.920083199053234,489,0.45666666666666667,0.218002258428968
MOVIE,FILM,Action,,FILM,Sci-Fi,1.0,1.0,1,0.5,2195.0,7.694392802629421,407,0.5477777777777777,0.7998265159324087
SERIES,SERIES,Drama,SERIES,SERIES,Drama,1.0,1.0,2,1.0,1717.0,7.4489161025442,710,0.21111111111111114,0.9364081801525842
DOCUMENTARY,DOCUMENTARY,History,SERIES,SERIES,Comedy,0.0,0.0,0,0.0,2217.0,7.704361167910313,595,0.3388888888888889,0.0927107869913938
MOVIE,FILM,Comedy,SERIES,SERIES,Action,1.0,1.0,0,0.0,,3.713572066704308,242,0.731111111111111,0.7877246648145315
MOVIE,FILM,Sci-Fi,DOCUMENTARY,DOCUMENTARY,History,1.0,1.0,1,0.5,76.0,4.343805421853684,502,0.4422222222222222,0.7922448983803402
SERIES,SERIES,,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,1936.0,7.5688956634069955,740,0.1777777777777778,0.6576748600095429
MOVIE,FILM,Action,,FILM,Action,0.0,1.0,2,1.0,3673.0,8.20903626577507,416,0.5377777777777778,0.6333313595506572
SERIES,SERIES,,MOVIE,FILM,Comedy,0.0,0.0,0,0.0,1879.0,7.539027055823995,399,0.5566666666666666,0.11374657864880414
DOCUMENTARY,DOCUMENTARY,History,MOVIE,FILM,Drama,0.0,0.0,0,0.0,3208.0,8.073714641109857,226,0.7488888888888889,0.094719450470298
MOVIE,FILM,Comedy,MOVIE,FILM,Sci-Fi,1.0,1.0,0,0.0,1368.0,7.221835825288449,258,0.7133333333333334,0.7113355011378251
MOVIE,FILM,Sci-Fi,SERIES,SERIES,Drama,0.0,0.0,0,0.0,3087.0,8.035278911144667,14,0.9844444444444445,0.15039072030718417
SERIES,SERIES,Drama,SERIES,SERIES,Comedy,1.0,1.0,0,0.0,4363.0,8.381144346952961,477,0.47,0.6794220032088624
MOVIE,FILM,Action,SERIES,SERIES,Action,0.0,0.0,2,1.0,1386.0,7.234898420314831,427,0.5255555555555556,0.3123946400053933
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,History,0.0,0.0,0,0.0,335.0,5.817111159963204,671,0.2544444444444445,0.05398605484311173
DOCUMENTARY,DOCUMENTARY,History,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,939.0,6.84587987526405,570,0.3666666666666667,0.7169709599902858
MOVIE,FILM,Comedy,MOVIE,FILM,Action,1.0,1.0,0,0.0,576.0,6.3578422665081,877,0.025555555555555554,0.6326746738102054
MOVIE,FILM,Sci-Fi,MOVIE,FILM,Comedy,1.0,1.0,0,0.0,3270.0,8.092851027538384,860,0.0444444444444444,0.6051411373725839
,SERIES,Drama,,FILM,Drama,0.0,0.0,1,0.5,3553.0,8.175829008714597,846,0.06000000000000005,0.10483909379096301
MOVIE,FILM,Action,MOVIE,FILM,Sci-Fi,1.0,1.0,1,0.5,3157.0,8.057694194815587,260,0.7111111111111111,0.8091406933091075
SERIES,SERIES,,SERIES,SERIES,Drama,1.0,1.0,0,0.0,1612.0,7.385851078125209,449,0.5011111111111111,0.6635420843567807
DOCUMENTARY,DOCUMENTARY,History,SERIES,SERIES,Comedy,0.0,0.0,0,0.0,3846.0,8.255048902752295,431,0.5211111111111111,0.08416189458696849
MOVIE,FILM,Comedy,SERIES,SERIES,Action,1.0,1.0,0,0.0,3301.0,8.102283624480073,128,0.8577777777777778,0.7061215226119834
,FILM,Sci-Fi,DOCUMENTARY,DOCUMENTARY,History,1.0,1.0,1,0.5,496.0,6.208590026096629,681,0.2433333333333333,0.7708444179880156
SERIES,SERIES,Drama,,DOCUMENTARY,Science,0.0,1.0,0,0.0,,,850,0.05555555555555558,
MOVIE,FILM,Action,MOVIE,FILM,Action,1.0,1.0,2,1.0,1561.0,7.3537223303996315,842,0.06444444444444442,0.8859124189763364
SERIES,SERIES,Drama,MOVIE,FILM,Comedy,0.0,0.0,0,0.0,2368.0,7.7702232041587855,562,0.37555555555555553,0.11176501085306606
DOCUMENTARY,DOCUMENTARY,History,MOVIE,FILM,Drama,0.0,0.0,0,0.0,2506.0,7.826842098158293,129,0.8566666666666667,0.1403110592302857
